Office,Taluk,District,State,Pincode
Kanhirode,Kannur,Kannur,KERALA,670592
Kanjirakolly,Taliparamba,Kannur,KERALA,670633
Kankol,Taliparamba,Kannur,KERALA,670307
Kannadiparamba,Kannur,Kannur,KERALA,670604
Kannookara,Kannur,Kannur,KERALA,670012
Kannur City,Kannur,Kannur,KERALA,670003
Kannur District Hospital,Kannur,Kannur,KERALA,670017
Kannur,Kannur,Kannur,KERALA,670001
Kannur Railway Station,Kannur,Kannur,KERALA,670001
Kannur Thana,Kannur,Kannur,KERALA,670012
Kannur University Campus,Kannur,Kannur,KERALA,670567
Kanul,Taliparamba,Kannur,KERALA,670562
Kappad,Kannur,Kannur,KERALA,670006
Karanthat,Taliparamba,Kannur,KERALA,670308
Karimbam,Taliparamba,Kannur,KERALA,670142
Karippal,Taliparamba,Kannur,KERALA,670581
Karivellur,Taliparamba,Kannur,KERALA,670521
Karthikapuram,Taliparamba,Kannur,KERALA,670571
Karuvanchal,Taliparamba,Kannur,KERALA,670571
Katalayi,Kannur,Kannur,KERALA,670003
Kattampally,Kannur,Kannur,KERALA,670011
Kavvayi,Taliparamba,Kannur,KERALA,670307
Kayalampara,Taliparamba,Kannur,KERALA,670632
Kayaralam,Taliparamba,Kannur,KERALA,670602
Keezhara,Kannur,Kannur,KERALA,670301
Kezhallur,Thalassery,Kannur,KERALA,670612
Kizhunna,Kannur,Kannur,KERALA,670007
Kokkanisseri,Taliparamba,Kannur,KERALA,670307
Kolacherry,Taliparamba,Kannur,KERALA,670601
Koodali,Thalassery,Kannur,KERALA,670592
Kootumugham,Taliparamba,Kannur,KERALA,670631
Kooveri,Taliparamba,Kannur,KERALA,670581
Korom,Taliparamba,Kannur,KERALA,670307
Kottali,Kannur,Kannur,KERALA,670005
Kottayad,Taliparamba,Kannur,KERALA,670571
Kottila,Kannur,Kannur,KERALA,670334
Kovvapuram,Kannur,Kannur,KERALA,670309
Koyyam,Taliparamba,Kannur,KERALA,670142
Koyyode,Kannur,Kannur,KERALA,670621
Kozhichal,Taliparamba,Kannur,KERALA,670511
Kozhummal,Taliparamba,Kannur,KERALA,670521
Kudiyanmala,Taliparamba,Kannur,KERALA,670582
Kunhimangalam,Taliparamba,Kannur,KERALA,670309
Kuniyampuzha,Taliparamba,Kannur,KERALA,670632
Kuniyan,Taliparamba,Kannur,KERALA,670521
Kuppam taliparamba,Taliparamba,Kannur,KERALA,670502
Kurumathur,Taliparamba,Kannur,KERALA,670142
Kusavanvayal,Taliparamba,Kannur,KERALA,670593
Kuttikol,Taliparamba,Kannur,KERALA,670562
Kuttiyattur,Taliparamba,Kannur,KERALA,670602
Kuttiyeri,Taliparamba,Kannur,KERALA,670142
Kuttur,Taliparamba,Kannur,KERALA,670306
Madayi,Taliparamba,Kannur,KERALA,670304
Makreri,Kannur,Kannur,KERALA,670622
Malapattam,Taliparamba,Kannur,KERALA,670631
Mamba,Kannur,Kannur,KERALA,670611
Manakadavu,Taliparamba,Kannur,KERALA,670571
Mandalam,Taliparamba,Kannur,KERALA,670582
Mandur kannur,Taliparamba,Kannur,KERALA,670501
Mathamangalam,Kannur,Kannur,KERALA,670306
Mathamangalam Bazar,Taliparamba,Kannur,KERALA,670306
Mathil,Taliparamba,Kannur,KERALA,670307
Mattul North,Kannur,Kannur,KERALA,670325
Mattul,Kannur,Kannur,KERALA,670302
Mavilayi,Kannur,Kannur,KERALA,670622
Mayyil,Taliparamba,Kannur,KERALA,670602
Morazha,Taliparamba,Kannur,KERALA,670331
Mottammal,Kannur,Kannur,KERALA,670331
Mowancheri,Kannur,Kannur,KERALA,670613
Mullakodi,Taliparamba,Kannur,KERALA,670602
Mundalur,Kannur,Kannur,KERALA,670622
Mundayad,Kannur,Kannur,KERALA,670594
Munderi,Kannur,Kannur,KERALA,670591
Muringeri,Kannur,Kannur,KERALA,670612
Muyyam,Taliparamba,Kannur,KERALA,670142
Muzhappala,Kannur,Kannur,KERALA,670611
Naduvil,Taliparamba,Kannur,KERALA,670582
Nanichery,Taliparamba,Kannur,KERALA,670563
Narath,Kannur,Kannur,KERALA,670601
Nareekamvally,Taliparamba,Kannur,KERALA,670504
Nediyenga,Taliparamba,Kannur,KERALA,670631
Nedungome,Taliparamba,Kannur,KERALA,670631
Nellikutty,Taliparamba,Kannur,KERALA,670632
Nellipara,Taliparamba,Kannur,KERALA,670571
Nhekly,Taliparamba,Kannur,KERALA,670307
Olayampadi,Taliparamba,Kannur,KERALA,670306
Othayammadom,Kannur,Kannur,KERALA,670301
Ottathai,Taliparamba,Kannur,KERALA,670571
Padappangad,Taliparamba,Kannur,KERALA,670581
Padiotchal,Taliparamba,Kannur,KERALA,670307
Palakkode,Taliparamba,Kannur,KERALA,670305
Pallikunnu,Kannur,Kannur,KERALA,670004
Pallivayal,Taliparamba,Kannur,KERALA,670142
Panapuzha,Taliparamba,Kannur,KERALA,670306
Panniyur,Taliparamba,Kannur,KERALA,670142
Pappinisseri,Kannur,Kannur,KERALA,670561
Pappinisseri West,Kannur,Kannur,KERALA,670561
Parassinikadavu,Taliparamba,Kannur,KERALA,670563
Pariyaram Medical College,Kannur,Kannur,KERALA,670503
Pariyaram kannur,Taliparamba,Kannur,KERALA,670502
Pathampara,Taliparamba,Kannur,KERALA,670571
Pattanur,Thalassery,Kannur,KERALA,670595
Pattuvam,Taliparamba,Kannur,KERALA,670143
Pavanoormotta,Taliparamba,Kannur,KERALA,670602
Payangadi R S,Kannur,Kannur,KERALA,670358
Payangadi,Taliaparamba,Kannur,KERALA,670303
Payyambalam,Kannur,Kannur,KERALA,670001
Payyan R.S.,Taliparamba,Kannur,KERALA,670307
Payyanur,Taliparamba,Kannur,KERALA,670307
Payyavur,Taliparamba,Kannur,KERALA,670633
Pazhassikari,Taliparamba,Kannur,KERALA,670633
Peringome,Taliparamba,Kannur,KERALA,670307
Peruvalathuparamba,Taliparamba,Kannur,KERALA,670593
Pilathara,Taliparamba,Kannur,KERALA,670504
Poduvachery,Kannur,Kannur,KERALA,670621
Porakunnu,Taliparamba,Kannur,KERALA,670306
Pottampilavu,Taliparamba,Kannur,KERALA,670582
Prapoyil,Taliparamba,Kannur,KERALA,670511
Pulikurumba,Taliparamba,Kannur,KERALA,670582
Ramanthali,Taliparamba,Kannur,KERALA,670308
Rayarom,Taliparamba,Kannur,KERALA,670571
Sreekandapuram,Taliparamba,Kannur,KERALA,670631
Sreestha,Taliparamba,Kannur,KERALA,670303
Talap Kannur,Kannur,Kannur,KERALA,670002
Taliparamba,Taliparamba,Kannur,KERALA,670141
Thabore,Taliparamba,Kannur,KERALA,670511
Thadikadavu,Taliparamba,Kannur,KERALA,670581
Thattummal,Taliparamba,Kannur,KERALA,670511
Thavam,Kannur,Kannur,KERALA,670301
Thayyil,Kannur,Kannur,KERALA,670003
Thazhe Chovva,Kannur,Kannur,KERALA,670018
Thekkumbad,Kannur,Kannur,KERALA,670301
Therthally,Taliparamba,Kannur,KERALA,670571
Thimiri chepparapadava,Taliparamba,Kannur,KERALA,670581
Thirumeni,Taliparamba,Kannur,KERALA,670511
Thiruvattoor,Taliparamba,Kannur,KERALA,670502
Thottada,Kannur,Kannur,KERALA,670007
Thrichambaram,Taliparamba,Kannur,KERALA,670141
Udayagiri,Taliparamba,Kannur,KERALA,670571
Vadakkumbad ramanthali,Taliparamba,Kannur,KERALA,670308
Valapattanam,Kannur,Kannur,KERALA,670010
Varam,Kannur,Kannur,KERALA,670594
Vayattuparamba,Taliparamba,Kannur,KERALA,670582
Vellad,Taliparamba,Kannur,KERALA,670571
Vellora,Taliparamba,Kannur,KERALA,670306
Vellur,Taliparamba,Kannur,KERALA,670307
Vengad,Thalassery,Kannur,KERALA,670612
Vengara kannur,Kannur,Kannur,KERALA,670305
Vijayagiri,Taliparamba,Kannur,KERALA,670571
Vilayancode,Taliparamba,Kannur,KERALA,670504
Alacherry,Thalassery,Kannur,KERALA,670650
Ambayathode,Thalassery,Kannur,KERALA,670651
Ambilat,Thalasseery,Kannur,KERALA,670701
Angadikadavu,Thalassery,Kannur,KERALA,670706
Aniyaram,NA,Kannur,KERALA,670672
Arabi,Taliparamba,Kannur,KERALA,670705
Aralam,Thalassery,Kannur,KERALA,670704
Aralam Farm,Thalassery,Kannur,KERALA,670673
Atakkathode,Thalassery,Kannur,KERALA,670674
Ayithara Mambram,Thalassery,Kannur,KERALA,670643
Chalil,Thalassery,Kannur,KERALA,670102
Champad,Thalassery,Kannur,KERALA,670694
Charal,Thalassery,Kannur,KERALA,670706
Chavasseri,Thalassery,Kannur,KERALA,670702
Chendayad,Thalassery,Kannur,KERALA,670692
Cherakkara,Thalassery,Kannur,KERALA,670104
Cheruparamba,Thalassery,Kannur,KERALA,670693
Cheruvancheri,Thalassery,Kannur,KERALA,670650
Chettiamparamba,Thalassery,Kannur,KERALA,670674
Chittariparamba,Thalassery,Kannur,KERALA,670650
Chokli,NA,Kannur,KERALA,670672
Chunkakunnu,Thalassery,Kannur,KERALA,670651
Dharmadam,Thalasery,Kannur,KERALA,670106
Edapuzha,Thalassery,Kannur,KERALA,670704
Elangot,Thalassery,Kannur,KERALA,670692
Eranholi,Thalassery,Kannur,KERALA,670107
Eruvatty,Thalassery,Kannur,KERALA,670642
Etakkad,Kannur,Kannur,KERALA,670663
Iritty,Thalassery,Kannur,KERALA,670703
Kacherikadavu,Thalassery,Kannur,KERALA,670706
Kadambur kannur,Kannur,Kannur,KERALA,670663
Kadavathur,Thalassery,Kannur,KERALA,670676
Kadirur tly,Thalassery,Kannur,KERALA,670642
Kakkengad,Thalassery,Kannur,KERALA,670673
Kalanki,Taliparamba,Kannur,KERALA,670705
Kallikandy,Thalassery,Kannur,KERALA,670693
Kalluvayal,Taliparamba,Kannur,KERALA,670703
Kanhileri,Thalassery,Kannur,KERALA,670702
Kanichar,Thalassery,Kannur,KERALA,670674
Kannavam Colony,Thalassery,Kannur,KERALA,670650
Kannoth,Thalassery,Kannur,KERALA,670650
Kara Peravoor,Thalassery,Kannur,KERALA,670702
Kariyad South,Thalassery,Kannur,KERALA,673316
Kavumbhagam,Thalassery,Kannur,KERALA,670649
Kayani,Thalassery,Kannur,KERALA,670702
Keecheri,Thalassery,Kannur,KERALA,670702
Keezhpalli,Thalassery,Kannur,KERALA,670704
Keezhur iritty,Thalassery,Kannur,KERALA,670703
Kelakam,Thalassery,Kannur,KERALA,670674
Kidanhi,Thalassery,Kannur,KERALA,670675
Kiliyanthara,Thalassery,Kannur,KERALA,670706
Kizhakke Kadirur,Thalassery,Kannur,KERALA,670642
Kolakkad,Thalassery,Kannur,KERALA,670673
Kolari,Thalassery,Kannur,KERALA,670702
Kolayad,Thalassery,Kannur,KERALA,670650
Kolithattu,Taliparamba,Kannur,KERALA,670706
Koomanthode,Thalassery,Kannur,KERALA,670704
Koorara,Thalassery,Kannur,KERALA,670694
Koottupuzha,Taliparamba,Kannur,KERALA,670706
Kottayam Malabar,Thalassery,Kannur,KERALA,670643
Kottayampoil,Thalassery,Kannur,KERALA,670691
Kottiyur,Thalassery,Kannur,KERALA,670651
Kurichiyil,Thalassery,Kannur,KERALA,670102
Kuthuparamba,Thalassery,Kannur,KERALA,670643
Kuttikkakam,Kannur,Kannur,KERALA,670663
Madathil,Thalassery,Kannur,KERALA,670703
Malayampadi,Thalassery,Kannur,KERALA,670674
Mallannur,Thalassery,Kannur,KERALA,670701
Malur,Thalassery,Kannur,KERALA,670702
Mambram,Thalasery,Kannur,KERALA,670741
Manantheri,Thalassery,Kannur,KERALA,670643
Manathana,Thalassery,Kannur,KERALA,670674
Mangattidam,Thalassery,Kannur,KERALA,670643
Manikkadavu,Taliparamba,Kannur,KERALA,670705
Manippara,Taliparamba,Kannur,KERALA,670705
Mattanur College,Thalassery,Kannur,KERALA,670702
Mattanur,Thalassery,Kannur,KERALA,670702
Mekkunnu,NA,Kannur,KERALA,670675
Melmuringodi,Thalassery,Kannur,KERALA,670673
Melur tly,Thalassery,Kannur,KERALA,670661
Mokeri,Thalassery,Kannur,KERALA,670692
Mooriyad,Thalassery,Kannur,KERALA,670643
Moozhikkara,Thalassery,Kannur,KERALA,670103
Mudiyanga,Thalassery,Kannur,KERALA,670691
Mundayamparamba,Thalassery,Kannur,KERALA,670704
Muzhakunnu,Thalassery,Kannur,KERALA,670673
Muzhappilangad,Thalassery,Kannur,KERALA,670662
Naduvanad,Thalassery,Kannur,KERALA,670702
Narikkodmala,Thalassery,Kannur,KERALA,670693
Nedumpoil,Thalassery,Kannur,KERALA,670650
Neerveli,Thalassery,Kannur,KERALA,670701
Nettur Kannur,Thalassery,Kannur,KERALA,670105
New Mahe,Thalassery,Kannur,KERALA,673311
Nirmalagiri,Thalassery,Kannur,KERALA,670701
Nuchiyad,Taliparamba,Kannur,KERALA,670705
Olavilam,NA,Kannur,KERALA,673313
Pachapoika,Thalassery,Kannur,KERALA,670643
Padiyur kannur,Thalassery,Kannur,KERALA,670703
Palaparamba,Thalassery,Kannur,KERALA,670701
Palayad,Thalassery,Kannur,KERALA,670661
Panniyannur,Thalassery,Kannur,KERALA,670671
Panoor,Thalassery,Kannur,KERALA,670692
Paral,Thalassery,Kannur,KERALA,670671
Parapram,Thalassery,Kannur,KERALA,670741
Parikkalam,Taliparamba,Kannur,KERALA,670705
Pathayakunnu,Thalassery,Kannur,KERALA,670691
Pathiriyad,Thalassery,Kannur,KERALA,670741
Payam East,Thalassery,Kannur,KERALA,670704
Payam,Thalassery,Kannur,KERALA,670704
Pazhassiraja Nagar,Thalassery,Kannur,KERALA,670702
Peravoor,Thalassery,Kannur,KERALA,670673
Peringadi,NA,Kannur,KERALA,673312
Peringathur,Thalassery,Kannur,KERALA,670675
Perinkeri,Thalassery,Kannur,KERALA,670706
Perumpunna,Thalassery,Kannur,KERALA,670673
Perundattil,Thalassery,Kannur,KERALA,670107
Peruva,Thalassery,Kannur,KERALA,670650
Pinarayi,Thalassery,Kannur,KERALA,670741
Ponniam,Thalassery,Kannur,KERALA,670641
Ponniam West,Thalassery,Kannur,KERALA,670641
Poolakutty,Thalassery,Kannur,KERALA,670650
Porora,Thalassery,Kannur,KERALA,670702
Poyilur,Thalassery,Kannur,KERALA,670693
Pukkot kba,Thalassery,Kannur,KERALA,670691
Puliyanambram,Thalassery,Kannur,KERALA,670675
Pullookkara,Thalassery,Kannur,KERALA,670672
Punnad,Thalassery,Kannur,KERALA,670703
Punnol,Thalassery,Kannur,KERALA,670102
Puthur panoor,Thalassery,Kannur,KERALA,670692
Randamkadavu,Thalassery,Kannur,KERALA,670706
Sankaranellur,Thalassery,Kannur,KERALA,670643
Santhigiri,Thalassery,Kannur,KERALA,670674
Sivapuram,Thalassery,Kannur,KERALA,670702
Temple Gate,Thalassery,Kannur,KERALA,670102
Thalassery Bazar,Thalassery,Kannur,KERALA,670101
Thalassery Courts,Thalassery,Kannur,KERALA,670101
Thalassery,Thalassery,Kannur,KERALA,670101
Thillenkeri,Thalassery,Kannur,KERALA,670702
Tholambra,Thalassery,Kannur,KERALA,670673
Thondiyil,Thalassery,Kannur,KERALA,670673
Thuvakunnu,Thalassery,Kannur,KERALA,670693
Tiruvangad,Thalassery,Kannur,KERALA,670103
Ulikkal,Taliparamba,Kannur,KERALA,670705
Uliyil,Thalassery,Kannur,KERALA,670702
Ummenchira,Thalassery,Kannur,KERALA,670649
Uruvachal,Thalasery,Kannur,KERALA,670702
Vadakkumbad,Thalassery,Kannur,KERALA,670105
Vattiamthode,Taliparamba,Kannur,KERALA,670705
Vayalalam,Thalassery,Kannur,KERALA,670671
Vayannur,Thalassery,Kannur,KERALA,670650
Veerpad,Thalassery,Kannur,KERALA,670704
Velimanam,Thalassery,Kannur,KERALA,670704
Vellarvelly,Thalassery,Kannur,KERALA,670673
Vellunni,Thalassery,Kannur,KERALA,670674
Vilakkode,Thalassery,Kannur,KERALA,670703
Vilakkottur,Thalassery,Kannur,KERALA,670693
Kadumeni,Hosdurg,Kasargod,KERALA,670511
Kamballur,Hosdurg,Kasargod,KERALA,670511
Kannivayal,Hosdurg,Kasargod,KERALA,670511
Palavayal,Hosdurg,Kasargod,KERALA,670511
Thayyeni,Hosdurg,Kasargod,KERALA,670511
Achanthuruthi,Hosdurg,Kasargod,KERALA,671351
Achikanam,Hosdurg,Kasargod,KERALA,671531
Adkathbail,Kasaragod,Kasargod,KERALA,671121
Adur,Kasaragod,Kasargod,KERALA,671543
Ajanur,Hosdurg,Kasargod,KERALA,671531
Alampady,Kasaragod,Kasargod,KERALA,671123
Ammeri,Kasaragod,Kasargod,KERALA,671322
Anandashrama,Hosdurg,Kasargod,KERALA,671531
Anekallu,Kasaragod,Kasargod,KERALA,671323
Angadimogaru,Kasaragod,Kasargod,KERALA,671321
Arikady,Kasaragod,Kasargod,KERALA,671321
Ariyapady,Kasaragod,Kasargod,KERALA,671551
Attenganam,Hosdurg,Kasargod,KERALA,671531
Badaje,Kasaragod,Kasargod,KERALA,671323
Badur,Kasaragod,Kasargod,KERALA,671321
Balal,Hosdurg,Kasargod,KERALA,671533
Balemoole,Kasaragod,Kasargod,KERALA,671552
Balla,Hosdurg,Kasargod,KERALA,671531
Bandadka,Kasaragod,Kasargod,KERALA,671541
Bangramanjeshwar,Kasaragod,Kasargod,KERALA,671323
Bare,Hosdurg,Kasargod,KERALA,671319
Bayar,Kasaragod,Kasargod,KERALA,671348
Bedadka,Kasaragod,Kasargod,KERALA,671541
Bedradka,Kasaragod,Kasargod,KERALA,671124
Bekal Fort,Hosdurg,Kasargod,KERALA,671316
Bekal,Hosdurg,Kasargod,KERALA,671318
Bekur,Kasaragod,Kasargod,KERALA,671322
Bela,Kasaragod,Kasargod,KERALA,671321
Belluru,NA,Kasargod,KERALA,671543
Bengalam,Hosdurg,Kasargod,KERALA,671314
Beripadavu,Kasaragod,Kasargod,KERALA,671322
Bheemanady,Hosdurg,Kasargod,KERALA,671314
Bombrana,Kasaragod,Kasargod,KERALA,671321
Chamnad,Kasaragod,Kasargod,KERALA,671317
Chamundikunnu,Hosdurg,Kasargod,KERALA,671532
Chandragiri,Kasaragod,Kasargod,KERALA,671317
Charla,Kasaragod,Kasargod,KERALA,671323
Chathamath,Hosdurg,Kasargod,KERALA,671314
Chayoth,Hosdurg,Kasargod,KERALA,671314
Chengala,Kasaragod,Kasargod,KERALA,671541
Cheroor,Kasaragod,Kasargod,KERALA,671123
Chervathur,Hosdurg,Kasargod,KERALA,671313
Chimeni,Hosdurg,Kasargod,KERALA,671313
Chippar,Kasaragod,Kasargod,KERALA,671322
Chittari,Hosdurg,Kasargod,KERALA,671316
Chittarikkal,Hosdurg,Kasargod,KERALA,671326
Chully,Hosdurg,Kasargod,KERALA,671533
Darkas,Hosdurg,Kasargod,KERALA,671533
Delampady,Kasaragod,Kasargod,KERALA,671543
Dharmathadka,Kasaragod,Kasargod,KERALA,671324
Edachakai,Hosdurg,Kasargod,KERALA,671310
Ednad,Kasaragod,Kasargod,KERALA,671321
Edneer,Kasaragod,Kasargod,KERALA,671541
Elambachi,Hosdurg,Kasargod,KERALA,671311
Elerithattu,Hosdurg,Kasargod,KERALA,671314
Erikulam,Hosdurg,Kasargod,KERALA,671314
Haripuram,Hosdurg,Kasargod,KERALA,671531
Heroor,Kasaragod,Kasargod,KERALA,671324
Hidayathnagar,Kasaragod,Kasargod,KERALA,671123
Hosabettu,Kasaragod,Kasargod,KERALA,671323
Ichlampady,Kasaragod,Kasargod,KERALA,671321
Ichlangodu,Kasaragod,Kasargod,KERALA,671324
Iriya,Hosdurg,Kasargod,KERALA,671531
Iriyanni,Kasaragod,Kasargod,KERALA,671542
Kadambar,Kasaragod,Kasargod,KERALA,671323
Kaithakkad,Hosdurg,Kasargod,KERALA,671313
Kakkebettu,Kasaragod,Kasargod,KERALA,671543
Kalichanadukam,Hosdurg,Kasargod,KERALA,671314
Kallakatta,Kasaragod,Kasargod,KERALA,671123
Kallappally,Hosdurg,Kasargod,KERALA,671532
Kalnad,Kasaragod,Kasargod,KERALA,671317
Kanakappally,Hosdurg,Kasargod,KERALA,671533
Kanathur,Kasaragod,Kasargod,KERALA,671542
Kanhangad,Hosdurg,Kasargod,KERALA,671315
Kanhangad South,Hosdurg,Kasargod,KERALA,671531
Kanhiradkam,Hosdurg,Kasargod,KERALA,671531
Kanhirapoil,Hosdurg,Kasargod,KERALA,671531
Kannur,Kasaragod,Kasargod,KERALA,671321
Karadka,Kasaragod,Kasargod,KERALA,671542
Karindala,Hosdurg,Kasargod,KERALA,671314
Karivedakam,Kasaragod,Kasargod,KERALA,671541
Kasaragod,Kasaragod,Kasargod,KERALA,671121
Kasaragod R S,Kasaragod,Kasargod,KERALA,671121
Kattipoil,Hosdurg,Kasargod,KERALA,671314
Kattukukke,Kasaragod,Kasargod,KERALA,671552
Kayyaru,Kasaragod,Kasargod,KERALA,671322
Kayyur,Hosdurg,Kasargod,KERALA,671313
Keekan,Hosdurg,Kasargod,KERALA,671316
Kidoor,Kasaragod,Kasargod,KERALA,671321
Kilaikote,Hosdurg,Kasargod,KERALA,671313
Kinanur,Hosdurg,Kasargod,KERALA,671533
Kinningar,Kasaragod,Kasargod,KERALA,671543
Kodiamme,Kasaragod,Kasargod,KERALA,671321
Kodlamogaru,Kasaragod,Kasargod,KERALA,671323
Kodoth,Hosdurg,Kasargod,KERALA,671531
Kolathuri,Kasaragod,Kasargod,KERALA,671541
Kolavayal,Hosdurg,Kasargod,KERALA,671531
Kolichal,Hosdurg,Kasargod,KERALA,671532
Koliyur,Kasaragod,Kasargod,KERALA,671323
Kollampara,Hosdurg,Kasargod,KERALA,671314
Konnakad,Hosdurg,Kasargod,KERALA,671533
Kotakkat,Hosdurg,Kasargod,KERALA,671310
Kotoor,Kasaragod,Kasargod,KERALA,671542
Kottacherry,Hosdurg,Kasargod,KERALA,671315
Kottamala Estate,Hosdurg,Kasargod,KERALA,671314
Kottapuram,Hosdurg,Kasargod,KERALA,671314
Kottody,Hosdurg,Kasargod,KERALA,671532
Kudalmerkala,Kasaragod,Kasargod,KERALA,671324
Kudlu,Kasaragod,Kasargod,KERALA,671124
Kumbdaje,Kasaragod,Kasargod,KERALA,671551
Kumbla,Kasaragod,Kasargod,KERALA,671321
Kundankuzhy,Kasaragod,Kasargod,KERALA,671541
Kunjathur,Kasaragod,Kasargod,KERALA,671323
Kuntar,Kasaragod,Kasargod,KERALA,671543
Kuntikana,Kasaragod,Kasargod,KERALA,671551
Kurudapadavu,Kasaragod,Kasargod,KERALA,671322
Kuttikolu,Kasaragod,Kasargod,KERALA,671541
Madhur,Kasaragod,Kasargod,KERALA,671124
Madikai,Hosdurg,Kasargod,KERALA,671314
Maire,Kasaragod,Kasargod,KERALA,671552
Majibail,Kasaragod,Kasargod,KERALA,671323
Malakallu,Hosdurg,Kasargod,KERALA,671532
Malla,Kasaragod,Kasargod,KERALA,671542
Manadka,Kasaragod,Kasargod,KERALA,671541
Mandapam,Hosdurg,Kasargod,KERALA,671326
Mangalpady,Kasaragod,Kasargod,KERALA,671324
Manikoth,Hosdurg,Kasargod,KERALA,671316
Manimoole,Kasaragod,Kasargod,KERALA,671541
Maniyat,Hosdurg,Kasargod,KERALA,671310
Manjeshwar,Kasaragod,Kasargod,KERALA,671323
Mavilakadapuram,Hosdurg,Kasargod,KERALA,671312
Mayipady,Kasaragod,Kasargod,KERALA,671124
Miyapadavu,Kasaragod,Kasargod,KERALA,671323
Mogral,Kasaragod,Kasargod,KERALA,671321
Mogral Puthur,Kasaragod,Kasargod,KERALA,671124
Moodambail,Kasaragod,Kasargod,KERALA,671323
Movval,Hosdurg,Kasargod,KERALA,671316
Movvar,Kasaragod,Kasargod,KERALA,671543
Mugu,Kasaragod,Kasargod,KERALA,671321
Muliyar,Kasaragod,Kasargod,KERALA,671542
Mulleria,Kasaragod,Kasargod,KERALA,671543
Munnad,Kasaragod,Kasargod,KERALA,671541
Muttomkadavil,Hosdurg,Kasargod,KERALA,671533
Mylatti,Hosdurg,Kasargod,KERALA,671319
Natakkal,Hosdurg,Kasargod,KERALA,671533
Nekraje,Kasaragod,Kasargod,KERALA,671543
Nettanige,Kasaragod,Kasargod,KERALA,671543
Nileshwar,Hosdurg,Kasargod,KERALA,671314
Nirchal,Kasaragod,Kasargod,KERALA,671321
Olat,Hosdurg,Kasargod,KERALA,671310
Ozhinhavalappu,Hosdurg,Kasargod,KERALA,671314
Padimaruth,Hosdurg,Kasargod,KERALA,671531
Padne,Hosdurg,Kasargod,KERALA,671312
Padnekadapuram,Hosdurg,Kasargod,KERALA,671312
Padnekkad,Hosdurg,Kasargod,KERALA,671314
Padre,Kasaragod,Kasargod,KERALA,671552
Paivalike,Kasaragod,Kasargod,KERALA,671348
Pakkom,Hosdurg,Kasargod,KERALA,671316
Pallathadka,Kasaragod,Kasargod,KERALA,671551
Panathady,Hosdurg,Kasargod,KERALA,671532
Panathur,Hosdurg,Kasargod,KERALA,671532
Pandi,Kasaragod,Kasargod,KERALA,671543
Paniyal,Hosdurg,Kasargod,KERALA,671318
Panjikkal,Kasaragod,Kasargod,KERALA,671543
Paraklayi,Hosdurg,Kasargod,KERALA,671531
Paramba,Hosdurg,Kasargod,KERALA,671533
Parappa Delampady,Kasaragod,Kasargod,KERALA,671543
Parappa,Hosdurg,Kasargod,KERALA,671533
Paravanadkam,Kasaragod,Kasargod,KERALA,671317
Pathoor,Kasaragod,Kasargod,KERALA,671323
Patla,Kasaragod,Kasargod,KERALA,671124
Pavoor,Kasaragod,Kasargod,KERALA,671323
Perdala,Kasaragod,Kasargod,KERALA,671551
Periyanganam,Hosdurg,Kasargod,KERALA,671314
Periye,Hosdurg,Kasargod,KERALA,671316
Perla,Kasaragod,Kasargod,KERALA,671552
Permude,Kasaragod,Kasargod,KERALA,671324
Perumbala,Kasaragod,Kasargod,KERALA,671317
Perumbatta,Hosdurg,Kasargod,KERALA,671313
Pettikundu,Hosdurg,Kasargod,KERALA,671313
Pilicode,Hosdurg,Kasargod,KERALA,671310
Plachikara,Hosdurg,Kasargod,KERALA,671533
Podavur,Hosdurg,Kasargod,KERALA,671313
Pudukai,Hosdurg,Kasargod,KERALA,671314
Pullur,Hosdurg,Kasargod,KERALA,671531
Punnakkunnu,Hosdurg,Kasargod,KERALA,671533
Puthariadukkam,Hosdurg,Kasargod,KERALA,671314
Puthige,Kasaragod,Kasargod,KERALA,671321
Rajapuram,Hosdurg,Kasargod,KERALA,671532
Ramdasnagar,Kasaragod,Kasargod,KERALA,671124
Ranipuram,Hosdurg,Kasargod,KERALA,671532
Ravaneshwaram,Hosdurg,Kasargod,KERALA,671316
Samekochi,Kasaragod,Kasargod,KERALA,671541
Sankarampady,Kasaragod,Kasargod,KERALA,671541
Shiribagilu,Kasaragod,Kasargod,KERALA,671124
Shiriya,Kasaragod,Kasargod,KERALA,671321
Talangara,Kasaragod,Kasargod,KERALA,671122
Thaikadapuram,Hosdurg,Kasargod,KERALA,671314
Thayanoor,Hosdurg,Kasargod,KERALA,671531
Thekkil,Kasaragod,Kasargod,KERALA,671541
Thekkilferry,Kasaragod,Kasargod,KERALA,671541
Thuruthi,Hosdurg,Kasargod,KERALA,671351
Timiri Chervathur,Hosdurg,Kasargod,KERALA,671313
Trikarpur Kadapuram,Hosdurg,Kasargod,KERALA,671310
Trikarpur,Hosdurg,Kasargod,KERALA,671310
Trikarpur South,Hosdurg,Kasargod,KERALA,671311
Udinur,Hosdurg,Kasargod,KERALA,671310
Udma,Hosdurg,Kasargod,KERALA,671319
Udumbanthala,Hosdurg,Kasargod,KERALA,671311
Udyavara,Kasaragod,Kasargod,KERALA,671323
Ukkinadka,Kasaragod,Kasargod,KERALA,671552
Ullody,Kasaragod,Kasargod,KERALA,671321
Umda Padinhare,Hosdurg,Kasargod,KERALA,671319
